Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,O2-AV,F4-AV,C4-AV,P4-AV,O2-AV.1,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
0.99,34.65,11.89,12.31,16.14,21.24,19.23,20.62,-0.94,-2.1,-5.55,-236.18,11.59,1.05,24.62,-0.93,11.59,2.46,11.0,15.16,35.33,7.46
3.9,35.66,18.47,2.81,18.79,20.41,21.93,25.12,3.25,-2.37,-2.02,-273.84,13.69,15.95,28.03,-0.02,13.69,-7.59,12.53,19.14,38.99,7.35
1.98,33.9,20.29,-4.94,13.29,13.71,20.41,23.15,1.94,-7.69,-5.22,-215.25,12.24,22.0,26.09,-3.38,12.24,-19.74,7.4,17.56,37.88,4.55
-4.91,29.61,17.25,-7.41,1.89,3.59,15.51,17.55,-3.04,-16.77,-13.44,-83.78,9.4,15.93,19.44,-10.48,9.4,-29.76,-3.05,10.82,33.06,-1.12
-12.89,24.19,10.69,-2.91,-11.9,-6.04,9.84,11.55,-8.47,-27.67,-22.23,74.19,6.22,-2.41,9.77,-21.42,6.22,-34.07,-15.78,0.84,27.07,-8.39
-18.73,20.63,3.46,6.75,-22.31,-11.53,5.36,7.08,-13.09,-36.03,-27.58,195.44,4.3,-25.42,0.72,-31.02,4.3,-31.24,-26.51,-8.11,22.98,-15.1
-19.69,19.23,-0.85,17.51,-25.71,-11.76,3.4,6.34,-16.15,-38.4,-27.79,236.87,5.87,-44.07,-4.5,-35.53,5.87,-23.06,-32.03,-12.7,21.28,-18.36
-14.26,22.34,-0.72,25.59,-21.01,-6.42,5.08,11.1,-16.09,-34.66,-23.07,181.72,11.7,-52.68,-3.98,-34.81,11.7,-12.69,-30.73,-11.41,23.12,-18.16
-4.06,30.69,3.46,28.08,-10.44,2.18,9.51,19.28,-13.69,-26.38,-15.58,53.1,19.65,-48.16,1.77,-29.71,19.65,-4.35,-23.67,-4.92,28.54,-15.19
4.72,40.82,10.38,23.25,2.81,10.6,14.44,27.8,-10.94,-16.62,-8.18,-101.62,28.44,-31.14,11.28,-20.43,28.44,-1.39,-13.74,4.83,35.24,-10.49
8.16,47.92,18.26,12.91,12.8,15.44,18.38,34.38,-9.1,-9.04,-4.69,-219.33,36.02,-9.91,20.79,-12.95,36.02,-5.06,-5.25,13.7,42.03,-5.42
5.96,49.4,23.69,0.44,15.82,14.47,19.58,37.66,-7.59,-8.89,-6.76,-255.45,41.36,6.79,26.94,-10.28,41.36,-14.11,-1.8,18.48,46.35,-1.97
-1.75,43.67,23.4,-10.41,10.7,7.15,16.56,36.82,-8.9,-14.18,-10.89,-195.71,45.0,13.84,27.58,-12.5,45.0,-25.9,-5.51,17.63,45.09,-1.43
-10.46,33.27,16.23,-15.52,-0.2,-3.79,10.23,31.31,-16.0,-20.22,-13.98,-64.46,45.35,8.39,22.87,-18.87,45.35,-36.05,-15.16,11.48,39.48,-3.58
-15.55,22.59,5.75,-13.42,-13.36,-14.39,3.0,22.77,-28.42,-24.7,-14.67,91.71,42.55,-8.86,14.42,-28.91,42.55,-40.57,-27.58,1.75,32.79,-6.66
-15.83,15.34,-4.33,-6.15,-23.19,-21.0,-2.76,15.48,-40.92,-26.53,-12.82,210.74,40.0,-30.44,6.26,-37.02,40.0,-38.0,-38.12,-7.45,26.61,-9.51
-11.85,13.14,-11.18,2.4,-26.03,-21.93,-5.55,11.63,-47.81,-25.53,-7.7,249.01,40.24,-47.37,1.97,-39.58,40.24,-29.97,-43.1,-12.33,22.72,-10.81
-4.4,17.21,-12.57,8.88,-21.1,-17.18,-4.13,13.16,-46.16,-22.0,0.3,190.46,43.87,-54.39,3.46,-36.84,43.87,-19.76,-40.76,-11.23,22.88,-9.33
4.02,25.52,-8.78,10.25,-11.06,-9.3,0.51,20.51,-37.27,-15.9,8.47,59.07,50.55,-48.8,10.08,-29.67,50.55,-11.67,-32.49,-4.99,26.14,-4.91
11.3,34.63,-2.46,5.31,0.77,-2.44,5.75,29.54,-24.64,-7.78,14.46,-97.55,58.48,-31.13,19.83,-18.61,58.48,-9.04,-21.54,4.53,29.76,0.95
17.32,42.22,3.75,-4.18,8.86,0.38,9.3,36.21,-13.55,0.08,16.23,-216.44,64.4,-9.41,28.57,-9.7,64.4,-13.27,-12.6,12.8,33.23,5.74
20.05,45.46,5.52,-14.45,9.79,-2.4,9.85,38.1,-7.52,4.23,14.31,-253.42,66.65,8.51,33.08,-5.51,66.65,-22.83,-9.08,16.57,34.91,8.04
18.73,42.64,0.7,-22.3,2.5,-10.73,6.42,34.18,-7.14,1.6,9.12,-194.12,66.6,17.78,32.06,-5.69,66.6,-34.66,-12.58,14.4,32.76,7.67
15.35,35.25,-8.68,-24.96,-10.93,-22.04,-0.27,25.7,-9.9,-6.69,2.07,-62.4,65.08,15.07,26.07,-9.97,65.08,-44.41,-21.79,6.6,26.49,4.38
11.46,26.24,-18.01,-21.11,-26.84,-32.49,-7.43,16.28,-13.76,-16.11,-5.18,94.57,62.59,0.31,16.95,-18.33,62.59,-48.33,-33.32,-4.73,18.71,-1.55
7.78,19.57,-24.33,-12.21,-39.15,-38.26,-12.71,9.38,-17.34,-21.64,-10.7,213.97,60.93,-19.29,8.36,-25.52,60.93,-45.08,-42.63,-15.49,11.9,-7.66
6.22,16.74,-27.45,-1.77,-43.69,-37.74,-14.87,7.43,-18.83,-21.17,-13.08,252.64,62.3,-34.91,3.82,-27.73,62.3,-36.15,-46.28,-21.86,7.92,-11.64
8.68,17.93,-25.64,6.95,-39.41,-30.81,-12.81,11.23,-15.96,-15.07,-12.5,194.63,66.89,-41.17,5.18,-24.8,66.89,-24.71,-42.72,-22.18,8.29,-11.99
14.23,23.32,-17.79,10.18,-28.76,-19.85,-7.56,18.4,-9.91,-5.39,-11.17,63.88,72.61,-34.74,11.7,-17.76,72.61,-15.34,-33.36,-17.43,13.19,-8.38
19.5,31.1,-7.21,5.99,-15.2,-8.97,-1.63,26.98,-3.82,4.18,-10.36,-91.71,79.38,-16.39,21.56,-7.04,79.38,-11.37,-21.14,-9.47,19.26,-3.39
20.08,38.47,2.12,-3.93,-4.85,-1.86,2.76,34.31,0.71,10.56,-10.03,-209.09,85.14,5.53,30.58,1.18,85.14,-13.84,-10.7,-2.29,24.31,1.16
14.0,42.07,5.08,-15.59,-1.53,-0.49,4.49,38.16,2.56,10.65,-10.09,-244.67,87.76,23.12,35.81,4.44,87.76,-21.3,-5.06,0.6,26.68,3.53
2.94,39.16,0.23,-24.82,-6.14,-4.64,2.93,36.63,0.35,3.91,-11.71,-185.22,85.89,31.73,35.94,2.99,85.89,-30.39,-5.74,-1.32,24.57,2.97
-10.01,30.86,-10.96,-28.3,-16.55,-11.93,-1.14,31.14,-5.95,-6.51,-15.6,-54.75,80.52,28.21,31.37,-2.55,80.52,-37.34,-11.83,-7.05,18.24,0.45
-21.15,20.83,-23.76,-24.71,-29.51,-19.33,-5.49,24.9,-14.73,-16.46,-19.88,99.94,73.57,12.19,23.25,-12.47,73.57,-39.15,-20.95,-15.48,11.83,-3.26
-28.28,13.19,-33.21,-16.19,-39.41,-23.54,-8.24,18.52,-22.51,-21.83,-20.32,215.95,65.64,-8.83,15.46,-21.3,65.64,-34.27,-28.39,-22.95,6.66,-6.07
-30.79,8.69,-37.07,-6.74,-42.61,-22.57,-8.13,14.65,-25.89,-21.04,-14.85,250.83,59.41,-26.2,11.87,-24.78,59.41,-24.18,-30.62,-26.26,2.32,-6.12
-28.7,7.76,-34.55,0.5,-38.0,-16.16,-4.02,15.96,-21.43,-15.76,-5.77,189.26,56.78,-34.3,14.54,-22.9,56.78,-12.08,-26.06,-24.08,1.76,-2.91
-23.58,11.06,-25.78,2.3,-27.67,-6.53,3.04,21.82,-10.1,-9.35,3.24,56.04,57.33,-29.98,22.69,-16.67,57.33,-2.48,-16.15,-16.85,5.75,1.84
-18.26,15.82,-14.88,-3.41,-15.12,2.29,10.04,29.93,2.6,-1.65,10.64,-100.85,60.25,-14.01,34.32,-6.78,60.25,0.82,-3.95,-6.11,11.61,6.89
-14.88,19.95,-5.73,-14.75,-5.88,7.04,15.25,36.93,10.09,5.69,14.8,-218.4,63.81,5.44,45.27,0.92,63.81,-3.09,6.16,4.19,16.89,10.56
-15.49,20.96,-1.96,-27.59,-3.47,5.8,17.28,40.45,10.12,9.06,15.88,-252.68,65.78,20.41,52.08,3.76,65.78,-12.55,10.98,10.75,19.54,11.13
-19.6,16.56,-5.23,-37.97,-8.54,-1.31,15.06,37.84,4.48,6.9,14.87,-190.68,63.62,26.06,52.91,1.99,63.62,-23.99,9.34,12.14,17.33,8.41
-24.71,7.77,-14.23,-42.82,-18.99,-11.86,9.26,30.86,-3.45,-0.05,11.37,-56.94,58.78,19.56,48.23,-3.72,58.78,-33.42,2.57,8.71,10.66,2.74
-28.52,-2.93,-26.22,-40.51,-31.37,-21.6,2.44,22.86,-9.08,-10.42,4.77,101.11,52.53,1.59,40.18,-12.85,52.53,-36.86,-6.62,2.54,3.27,-4.12
-31.59,-12.06,-37.39,-32.6,-39.46,-26.72,-2.7,16.94,-9.06,-19.94,-3.62,221.04,46.3,-20.21,32.55,-19.8,46.3,-32.6,-13.76,-2.66,-2.13,-10.41
-33.31,-16.58,-43.75,-23.41,-39.56,-25.73,-4.79,14.27,-4.77,-23.14,-10.67,259.47,41.95,-37.37,28.91,-21.07,41.95,-22.67,-15.52,-3.76,-4.42,-13.94
-31.7,-13.23,-44.46,-16.63,-31.36,-18.72,-3.1,15.75,1.03,-18.68,-13.68,201.1,40.98,-44.85,30.87,-17.03,40.98,-10.79,-10.79,0.65,-2.3,-13.03
-27.05,-4.35,-40.64,-15.38,-17.54,-8.27,1.98,21.62,6.94,-9.53,-12.72,70.87,43.1,-39.79,37.57,-8.72,43.1,-1.22,-0.91,10.2,2.62,-8.91
-22.57,5.55,-34.18,-21.29,-1.76,1.74,8.26,29.84,13.32,-1.9,-8.7,-84.08,46.69,-22.36,47.11,3.29,46.69,2.63,11.02,22.3,8.19,-3.34
-21.1,12.93,-28.1,-32.81,10.05,7.63,13.52,35.52,18.94,2.37,-3.23,-200.45,49.11,-0.91,55.74,12.69,49.11,-0.31,20.64,32.46,13.47,1.62
-23.33,15.18,-25.14,-45.91,14.45,7.61,15.87,35.91,20.08,3.58,1.54,-234.96,48.35,16.38,60.16,16.84,48.35,-8.46,24.59,37.64,15.25,4.05
-28.15,10.34,-27.66,-56.8,10.41,1.49,14.41,31.77,14.91,0.89,3.51,-174.3,44.66,24.29,59.15,15.69,44.66,-18.66,21.68,36.95,11.86,3.29
-33.72,-1.6,-35.81,-61.59,0.58,-7.81,10.49,24.5,5.54,-5.66,2.78,-42.52,38.57,19.48,53.41,10.09,38.57,-26.58,13.19,31.55,4.53,0.34
-37.5,-14.01,-45.49,-58.51,-11.71,-16.47,6.44,16.21,-4.33,-13.56,-0.18,113.02,31.76,1.82,44.49,0.16,31.76,-28.99,2.1,23.29,-3.73,-4.88
-38.99,-20.46,-53.14,-48.75,-20.88,-20.84,4.4,9.76,-8.88,-20.12,-5.13,229.07,25.62,-21.19,35.53,-9.08,25.62,-24.85,-7.23,16.15,-10.5,-10.59
-37.67,-20.29,-55.88,-35.97,-23.22,-19.47,5.58,8.0,-7.54,-22.73,-10.72,263.49,22.77,-40.78,30.08,-13.58,22.77,-16.08,-11.58,13.3,-13.63,-14.33
-32.67,-14.56,-52.37,-23.89,-17.65,-12.12,10.99,13.05,-3.34,-18.94,-14.9,202.09,24.06,-51.21,30.08,-13.17,24.06,-5.51,-9.43,16.18,-12.44,-14.46
-24.83,-5.73,-43.41,-16.0,-6.33,-1.24,19.51,22.44,1.12,-9.85,-16.89,69.79,27.51,-49.09,35.09,-8.29,27.51,2.89,-1.93,23.7,-7.89,-10.57
-17.24,3.31,-31.09,-14.82,6.64,9.29,27.86,31.94,5.08,-0.01,-15.79,-85.83,31.77,-34.87,43.0,0.45,31.77,5.39,7.56,33.36,-0.66,-5.25
-11.72,11.14,-19.05,-18.75,15.12,15.75,33.97,38.88,7.09,6.08,-13.24,-202.25,34.96,-16.4,49.47,6.72,34.96,0.79,14.76,41.0,5.83,-0.13
-10.19,14.31,-11.46,-25.0,16.0,16.24,36.07,41.2,6.78,5.29,-10.23,-236.31,36.73,-1.56,51.71,8.08,36.73,-8.91,16.83,43.9,8.81,1.54
-13.41,10.56,-9.68,-30.92,8.98,10.78,33.42,37.73,3.56,-1.12,-6.11,-175.79,34.83,4.51,48.35,4.82,34.83,-20.27,12.47,40.98,7.29,-1.36
-19.68,0.95,-12.17,-32.46,-3.3,1.95,27.38,30.43,-3.42,-10.57,-2.46,-45.62,29.56,-1.25,40.27,-2.34,29.56,-29.14,3.32,33.28,2.0,-7.2
-25.84,-8.14,-15.39,-27.27,-17.23,-6.16,20.91,21.09,-13.07,-21.33,-1.93,107.68,22.03,-18.5,29.82,-12.46,22.03,-31.86,-7.58,23.28,-4.09,-14.28
-30.02,-12.92,-16.6,-16.66,-27.43,-9.87,15.98,13.32,-20.87,-30.79,-3.12,222.07,14.87,-39.96,20.71,-20.38,14.87,-27.36,-15.94,14.7,-9.07,-20.89
-32.17,-12.58,-14.61,-4.75,-30.34,-7.76,13.95,10.73,-23.14,-35.96,-2.42,255.11,11.49,-57.25,16.27,-22.88,11.49,-17.78,-18.99,10.91,-11.77,-26.07
-31.15,-6.06,-7.96,4.79,-25.13,-0.02,15.84,13.78,-19.31,-35.08,0.13,192.05,12.68,-65.31,18.03,-20.52,12.68,-6.72,-15.41,13.43,-9.77,-28.16
-26.29,5.63,2.09,8.63,-14.5,10.67,20.78,20.66,-12.49,-28.45,2.66,58.31,16.95,-61.43,25.27,-14.38,16.95,1.4,-6.67,21.41,-3.38,-26.78
-18.62,16.44,13.33,5.04,-1.82,20.7,26.48,27.33,-5.31,-19.81,5.25,-97.96,22.86,-45.84,35.82,-5.07,22.86,3.39,4.54,32.15,3.65,-22.59
-11.29,22.37,21.19,-3.79,7.09,26.78,30.99,32.05,-0.17,-12.44,7.43,-214.74,28.92,-26.13,45.22,2.11,28.92,-1.55,13.87,41.47,9.15,-18.5
-7.44,22.95,21.55,-13.69,8.92,26.91,32.71,32.82,0.79,-10.01,7.81,-248.84,32.01,-10.23,50.19,4.68,32.01,-11.59,18.25,46.52,12.89,-17.09
-8.48,18.92,15.28,-21.37,2.93,21.27,30.68,29.1,-2.81,-14.16,2.95,-187.26,31.94,-3.36,49.29,2.79,31.94,-23.36,16.35,45.76,13.18,-19.47
-11.69,13.39,4.74,-24.23,-8.67,12.28,25.78,23.18,-8.52,-24.23,-8.58,-54.91,30.22,-8.69,43.03,-3.38,30.22,-32.85,9.03,39.45,10.1,-25.29
-13.04,9.92,-7.18,-21.37,-22.25,3.33,20.09,17.08,-13.58,-35.95,-24.49,101.02,27.88,-26.06,33.06,-13.75,27.88,-36.63,-0.85,29.69,5.72,-32.6
-10.68,8.92,-16.48,-13.6,-31.97,-1.87,15.97,11.88,-16.65,-44.56,-39.71,218.35,26.07,-47.76,23.3,-22.77,26.07,-33.26,-8.56,20.4,2.01,-39.04
-4.26,8.14,-20.51,-4.1,-33.69,-1.23,15.13,8.88,-17.94,-46.66,-49.21,254.68,25.65,-64.4,17.53,-26.27,25.65,-23.96,-10.61,15.0,0.1,-42.17
5.27,10.91,-18.46,2.96,-27.0,4.85,18.07,11.93,-17.1,-42.16,-51.54,195.12,29.49,-71.3,17.38,-24.61,29.49,-12.3,-6.0,14.4,1.11,-40.9
15.43,18.14,-12.61,3.61,-14.62,13.52,23.38,18.92,-13.58,-31.9,-46.89,64.64,36.38,-65.63,22.11,-18.62,36.38,-2.74,3.62,18.18,4.44,-35.72
23.83,28.11,-5.32,-2.71,-0.04,21.56,28.85,25.29,-8.14,-19.62,-37.51,-90.22,40.77,-47.4,29.8,-8.6,40.77,1.38,15.38,24.68,8.75,-28.84
28.28,37.03,0.98,-13.86,10.54,25.58,32.56,29.39,-3.22,-9.9,-28.03,-205.88,42.22,-25.08,36.49,-1.01,42.22,-1.25,24.62,29.55,13.65,-22.63
26.64,39.95,2.83,-26.16,13.78,23.56,32.93,29.59,0.75,-6.67,-20.78,-238.74,40.79,-7.02,39.17,1.37,40.79,-9.21,28.16,30.1,17.82,-18.75
18.89,35.51,-1.47,-35.54,8.95,15.54,29.23,24.69,3.7,-12.8,-16.14,-175.85,36.99,1.65,36.3,-1.08,36.99,-19.16,24.86,25.68,17.63,-17.3
9.52,26.6,-10.95,-39.01,-2.16,4.26,22.16,15.59,3.3,-21.13,-14.61,-42.77,32.33,-2.47,28.4,-8.01,32.33,-27.31,15.98,16.54,13.0,-18.83
2.69,17.77,-21.76,-34.82,-15.97,-6.24,14.42,5.54,-3.03,-26.4,-16.64,113.43,28.27,-19.07,17.74,-18.66,28.27,-30.41,4.45,4.83,6.26,-21.97
0.2,12.15,-29.21,-23.83,-26.02,-11.86,8.64,-3.01,-13.4,-27.74,-21.11,230.53,24.85,-40.35,8.33,-27.45,24.85,-26.55,-4.8,-5.5,0.57,-23.99
1.57,10.4,-29.96,-10.28,-28.64,-10.82,6.09,-7.7,-23.23,-25.7,-23.68,265.49,22.85,-56.95,3.45,-30.78,22.85,-17.3,-8.55,-11.22,-1.41,-23.25
6.58,14.27,-23.51,1.55,-23.42,-2.99,7.61,-6.53,-28.17,-20.41,-21.66,203.03,24.24,-63.62,4.41,-29.03,24.24,-6.05,-5.58,-11.15,0.94,-20.14
14.6,22.43,-13.15,7.46,-12.56,8.25,11.95,-1.32,-26.32,-12.46,-15.43,69.06,28.5,-57.53,10.34,-23.16,28.5,3.07,2.66,-6.14,6.56,-16.34
24.02,30.07,-2.15,4.94,0.35,18.58,16.51,5.1,-18.26,-4.71,-7.34,-88.25,33.18,-38.84,19.46,-13.61,33.18,6.78,13.22,1.82,12.29,-12.76
32.82,33.63,6.19,-4.81,9.62,24.39,19.41,9.51,-8.11,0.37,-0.54,-206.24,35.92,-15.69,27.72,-5.88,35.92,4.05,21.83,8.67,17.07,-9.72
38.42,32.69,7.88,-17.22,11.81,24.01,19.18,10.02,-1.17,-0.44,2.89,-241.5,34.67,3.95,31.93,-2.34,34.67,-3.29,25.66,11.46,19.79,-8.3
39.03,28.01,2.04,-28.12,6.46,17.62,15.0,5.66,-0.17,-7.0,2.25,-181.16,29.43,14.89,30.14,-3.04,29.43,-12.2,23.3,9.07,18.63,-9.7
37.48,21.49,-9.47,-34.62,-3.87,7.67,7.81,-2.65,-5.24,-16.22,-0.65,-50.44,21.26,13.69,23.08,-7.85,21.26,-18.72,15.88,2.14,13.33,-13.92
37.48,16.42,-23.52,-35.11,-15.88,-1.92,0.3,-12.07,-13.6,-26.41,-4.59,103.24,11.84,0.35,12.67,-16.5,11.84,-19.28,6.39,-7.28,6.57,-18.82
39.89,13.45,-35.08,-31.57,-24.03,-7.54,-5.26,-19.29,-20.9,-33.69,-8.16,218.05,4.08,-17.76,3.24,-23.94,4.08,-12.8,-0.89,-15.24,0.11,-22.26
44.6,13.86,-39.92,-27.4,-24.43,-7.26,-7.32,-22.22,-23.53,-34.69,-12.93,251.06,-0.46,-31.76,-1.95,-26.38,-0.46,-1.16,-2.83,-18.39,-4.26,-22.24
50.85,19.8,-37.92,-24.94,-16.38,-0.62,-4.63,-19.54,-19.57,-28.99,-17.02,187.41,-1.55,-36.53,-1.36,-23.73,-1.55,12.26,1.92,-15.44,-4.79,-18.82
56.9,30.09,-32.19,-26.2,-2.71,9.61,1.64,-11.19,-9.88,-19.35,-17.95,53.04,0.4,-29.55,4.02,-17.4,0.4,22.82,11.69,-7.55,-2.2,-13.68
59.58,41.61,-25.84,-31.8,12.94,19.64,9.09,-0.28,1.31,-9.08,-17.2,-103.48,4.18,-11.66,12.15,-8.02,4.18,27.12,23.51,3.06,1.62,-8.16
57.06,52.08,-21.07,-39.3,24.7,26.04,15.78,9.02,10.23,-1.95,-18.84,-219.07,8.05,9.4,19.04,-1.13,8.05,24.21,33.05,12.19,5.24,-4.47
49.04,57.25,-20.71,-45.21,28.73,26.97,19.62,14.67,14.84,-0.6,-23.23,-250.76,9.92,25.54,21.9,0.82,9.92,15.72,37.03,16.86,6.53,-4.74
35.0,55.73,-25.99,-47.03,24.5,22.16,19.15,15.19,13.86,-4.29,-29.44,-186.1,8.88,31.91,19.17,-1.93,8.88,4.68,33.96,15.7,3.94,-8.92
16.79,50.88,-34.94,-42.95,14.42,14.25,14.98,10.26,7.87,-11.02,-36.92,-50.8,5.63,25.62,11.44,-9.1,5.63,-4.32,25.32,9.26,-1.54,-15.1
-0.61,45.24,-45.1,-32.24,1.96,7.18,9.49,2.62,-1.08,-18.43,-43.54,106.06,1.27,7.22,0.59,-19.93,1.27,-7.52,14.33,-0.05,-6.36,-21.12
-13.74,41.23,-52.59,-17.04,-7.32,4.28,5.02,-3.31,-9.99,-23.28,-45.97,221.97,-3.08,-15.76,-9.37,-29.38,-3.08,-3.86,5.3,-8.43,-9.52,-25.27
-20.8,41.5,-53.83,-2.99,-10.4,6.75,2.62,-5.56,-15.15,-23.56,-42.14,254.56,-5.16,-34.22,-15.24,-33.59,-5.16,4.56,1.29,-12.63,-9.64,-26.52
-22.52,49.29,-48.76,5.88,-6.69,14.16,3.51,-3.56,-14.39,-18.87,-32.73,190.45,-3.2,-42.5,-15.25,-32.02,-3.2,14.82,3.82,-11.03,-6.08,-24.36
-20.88,60.31,-40.25,7.18,2.03,23.64,7.29,2.09,-7.79,-10.07,-20.23,56.03,0.62,-37.27,-9.83,-25.45,0.62,23.11,11.97,-3.85,0.14,-18.77
-18.7,70.6,-32.43,-0.78,13.24,31.27,11.75,10.09,2.12,-0.77,-7.53,-100.36,6.69,-19.18,-0.86,-14.58,6.69,25.8,22.75,6.77,5.99,-11.77
-17.2,77.37,-29.51,-16.21,21.74,33.85,15.29,18.08,11.61,5.0,1.16,-215.31,13.33,3.5,7.61,-5.5,13.33,22.32,31.77,16.3,10.37,-5.35
-17.56,79.13,-32.74,-34.19,24.1,29.87,16.18,22.29,17.65,6.78,3.25,-246.66,15.96,22.42,12.21,-0.99,15.96,14.28,35.83,21.49,12.13,-1.2
-20.5,73.26,-42.17,-50.34,19.17,19.6,13.3,20.86,17.46,5.52,-1.34,-182.06,14.6,32.32,11.78,-1.03,14.6,4.88,33.47,21.41,9.61,0.34
-23.51,60.48,-56.11,-61.4,8.48,5.87,7.25,15.6,12.32,0.94,-9.01,-46.98,12.34,29.84,6.85,-5.41,12.34,-2.12,26.04,16.68,2.98,-0.95
-25.39,46.44,-72.58,-65.17,-4.99,-7.41,0.29,9.45,5.79,-5.29,-15.15,110.58,10.47,14.95,-0.89,-13.72,10.47,-3.79,16.3,9.1,-5.48,-3.37
-25.7,35.44,-88.67,-61.87,-14.95,-16.43,-5.33,4.67,-0.07,-9.44,-15.66,227.51,9.05,-4.65,-7.95,-20.17,9.05,1.1,8.68,2.72,-13.63,-4.61
-23.51,29.74,-99.83,-53.97,-17.48,-18.86,-7.95,3.48,-2.93,-10.27,-9.88,260.65,8.68,-20.27,-11.16,-21.24,8.68,10.77,6.42,0.82,-18.6,-4.47
-19.37,29.8,-101.19,-44.9,-12.05,-14.51,-6.32,7.14,-0.15,-7.68,-1.3,196.49,10.79,-26.36,-8.93,-17.23,10.79,22.1,10.91,4.48,-19.1,-2.54
-13.98,32.65,-92.83,-38.74,-1.27,-5.91,-1.55,14.05,7.91,-2.1,5.36,62.26,15.19,-19.91,-1.48,-9.14,15.19,31.05,20.78,12.93,-16.27,0.98
-8.88,32.57,-79.57,-36.7,11.21,3.19,4.14,21.69,16.96,5.03,9.52,-93.55,20.91,-1.75,9.0,2.17,20.91,34.29,33.05,23.77,-12.1,5.08
-7.48,29.53,-66.96,-37.01,19.96,9.01,8.58,27.95,21.16,10.8,11.07,-208.31,25.83,19.58,18.21,10.53,25.83,30.75,42.91,32.04,-6.64,8.62
-12.93,24.55,-56.69,-37.01,21.81,9.26,9.72,30.0,18.34,12.12,9.6,-239.01,27.87,36.11,22.95,13.5,27.87,21.81,46.92,34.67,-3.26,9.73
-23.91,16.13,-49.23,-33.67,16.0,4.13,6.83,26.02,11.05,7.26,4.57,-174.32,25.94,42.7,21.84,11.17,25.94,10.73,43.81,30.71,-3.98,6.38
-35.42,3.52,-45.18,-23.91,4.75,-4.26,1.07,18.41,2.29,-3.32,-3.44,-40.36,21.77,35.93,15.63,3.75,21.77,1.53,34.87,21.06,-7.83,-0.59
-43.38,-9.14,-41.68,-5.92,-8.5,-12.28,-5.15,10.13,-6.94,-15.27,-13.16,114.43,15.63,15.89,5.94,-8.37,15.63,-2.59,23.01,8.02,-11.49,-8.97
-46.58,-17.7,-35.71,17.99,-17.56,-15.92,-9.89,2.75,-15.66,-23.88,-21.57,227.76,8.12,-9.25,-3.43,-19.46,8.12,-0.01,12.72,-4.02,-12.48,-16.2
-44.46,-20.58,-25.91,41.79,-18.67,-13.01,-11.36,-1.79,-23.03,-27.75,-26.45,257.96,2.1,-30.09,-8.52,-25.29,2.1,7.77,7.58,-11.25,-8.76,-20.38
-36.7,-17.54,-11.8,59.62,-11.82,-3.77,-8.34,-1.03,-26.67,-26.02,-26.81,192.0,-0.67,-40.97,-7.38,-25.76,-0.67,17.52,9.29,-12.41,-0.39,-20.51
-25.1,-11.29,5.23,67.08,1.33,8.53,-2.1,4.39,-25.15,-21.06,-24.12,56.08,0.19,-38.91,-0.82,-21.91,0.19,25.16,16.85,-8.01,10.87,-17.3
-13.35,-5.82,21.48,62.91,16.65,19.38,4.87,12.48,-18.78,-15.53,-20.25,-100.71,4.44,-24.96,9.14,-14.55,4.44,27.16,27.1,-0.13,21.42,-12.95
-4.22,-2.67,33.41,50.51,28.07,25.39,10.77,20.47,-11.8,-11.14,-17.37,-215.75,8.39,-7.47,18.31,-9.47,8.39,22.48,35.53,7.05,29.88,-10.23
0.03,-3.17,38.17,35.06,32.35,24.78,13.86,25.84,-8.89,-10.18,-16.84,-247.0,10.1,5.27,23.52,-9.03,10.1,12.73,38.9,10.55,34.73,-10.62
-3.36,-7.92,35.78,21.26,29.56,18.26,13.25,25.71,-11.83,-16.29,-17.4,-182.39,9.18,8.74,23.69,-12.9,9.18,1.3,35.97,9.34,34.7,-14.51
-9.84,-14.68,27.7,11.12,21.65,8.67,9.4,19.98,-18.88,-26.7,-17.35,-48.57,5.5,-0.02,18.89,-20.68,5.5,-7.65,28.04,3.62,30.57,-20.57
-13.68,-19.02,16.55,7.29,11.52,-0.35,4.49,11.98,-28.0,-36.52,-17.81,106.25,-0.35,-20.67,10.42,-31.91,-0.35,-10.78,17.68,-5.27,24.93,-26.49
-12.88,-18.95,5.81,9.46,4.65,-5.72,0.9,5.4,-35.51,-43.65,-19.24,220.53,-5.52,-44.84,1.97,-40.83,-5.52,-6.93,9.24,-13.26,20.2,-30.45
-7.28,-15.44,-2.57,13.98,4.83,-5.38,0.48,3.48,-37.24,-47.49,-20.3,252.05,-6.85,-63.31,-2.6,-43.55,-6.85,2.65,6.24,-16.79,16.92,-31.52
2.64,-6.49,-7.32,16.39,12.63,1.22,3.9,7.44,-31.92,-45.62,-19.88,187.11,-3.35,-71.15,-1.56,-40.74,-3.35,14.33,9.98,-14.89,17.22,-29.71
14.44,5.89,-6.56,12.52,25.63,11.36,9.75,16.03,-22.48,-39.24,-18.73,53.26,4.2,-66.11,4.34,-33.64,4.2,23.68,18.85,-8.15,20.74,-25.53
25.21,17.26,-2.35,1.61,40.64,21.44,15.85,24.89,-11.69,-31.04,-17.42,-101.95,10.52,-48.62,13.27,-22.94,10.52,27.82,30.3,1.83,25.2,-19.57
